cgmDatenum_ 1,cgmDatenum_ 2,cgmDatenum_ 3,cgmDatenum_ 4,cgmDatenum_ 5,cgmDatenum_ 6,cgmDatenum_ 7,cgmDatenum_ 8,cgmDatenum_ 9,cgmDatenum_10,cgmDatenum_11,cgmDatenum_12,cgmDatenum_13,cgmDatenum_14,cgmDatenum_15,cgmDatenum_16,cgmDatenum_17,cgmDatenum_18,cgmDatenum_19,cgmDatenum_20,cgmDatenum_21,cgmDatenum_22,cgmDatenum_23,cgmDatenum_24,cgmDatenum_25,cgmDatenum_26,cgmDatenum_27,cgmDatenum_28,cgmDatenum_29,cgmDatenum_30,cgmDatenum_31
737025.6360416671,737025.632569444,737025.629097222,737025.625625,737025.622152778,737025.618680556,737025.615208333,737025.611736111,737025.6082638891,737025.6047916671,737025.601319444,737025.597847222,737025.594375,737025.590902778,737025.587430556,737025.583958333,737025.580486111,737025.5770138891,737025.5735416671,737025.570069444,737025.566597222,737025.563125,737025.559652778,737025.556180556,737025.552708333,737025.549236111,737025.5457638891,737025.5422916671,737025.538819444,737025.535347222,737025.531875
737020.630092593,737020.62662037,737020.623148148,737020.6196759259,737020.616203704,737020.612731481,737020.6092592591,737020.605787037,737020.602314815,737020.598842593,737020.59537037,737020.591875,737020.588402778,737020.5849305559,737020.581458333,737020.5779861109,737020.574513889,737020.571041667,737020.5675694441,737020.564097222,737020.560625,737020.557152778,737020.5536805559,737020.550208333,737020.5467361109,737020.543263889,737020.539791667,737020.5363194441,737020.532847222,737020.529375,737020.525902778
737008.669826389,737008.666354167,737008.6628819441,737008.6594097221,737008.6559375,737008.6524652779,737008.6489930559,737008.645520833,737008.642048611,737008.638576389,737008.635104167,737008.6316319441,737008.6281597221,737008.6246875,737008.6212152779,737008.6177430559,737008.614270833,737008.610798611,737008.607326389,737008.603854167,737008.6003819441,737008.5969097221,737008.5934375,737008.5899652779,737008.5864930559,737008.583020833,737008.579548611,737008.576076389,737008.572604167,737008.5691319441,737008.5656597221
737006.683599537,737006.6801041671,737006.676631944,737006.673159722,737006.6696875,737006.666215278,737006.662743056,737006.659270833,737006.6557986109,737006.6523263891,737006.6488541671,737006.645381944,737006.641909722,737006.6384375,737006.634965278,737006.631493056,737006.628020833,737006.6245486109,737006.6210763891,737006.6176041671,737006.614131944,737006.610659722,737006.6071875,737006.603715278,737006.600243056,737006.596770833,737006.5932986109,737006.5898263891,737006.5863541671,737006.582881944,737006.579409722
737000.5965625,737000.593090278,737000.589618056,737000.586145833,737000.5826736109,737000.5792013891,737000.5757291671,737000.572256944,737000.568784722,737000.5653125,737000.561840278,737000.558368056,737000.554895833,737000.5514236109,737000.5479513891,737000.5444791671,737000.541006944,737000.537534722,737000.5340625,737000.530590278,737000.527118056,737000.523645833,737000.5201736109,737000.5167013891,737000.5132291671,737000.509756944,737000.506284722,737000.5028125,737000.499340278,737000.4958564809,737000.492384259
736996.6171180559,736996.613645833,736996.610173611,736996.6067013891,736996.603229167,736996.5997569441,736996.596284722,736996.5928125,736996.589340278,736996.5858680559,736996.582395833,736996.578923611,736996.5754513891,736996.571979167,736996.5685069441,736996.565034722,736996.5615625,736996.558090278,736996.5546180559,736996.551145833,736996.547673611,736996.5442013891,736996.540729167,736996.5372569441,736996.533784722,736996.5303125,736996.526840278,736996.5233680559,736996.519895833,736996.516423611,736996.5129513891
736992.640844907,736992.637372685,736992.633900463,736992.630428241,736992.6269560191,736992.6234837959,736992.620011574,736992.616539352,736992.61306713,736992.609594907,736992.606122685,736992.602650463,736992.599178241,736992.5957060191,736992.5922337959,736992.588761574,736992.585289352,736992.58181713,736992.578344907,736992.574872685,736992.571400463,736992.567928241,736992.5644560191,736992.5609837959,736992.557511574,736992.554039352,736992.55056713,736992.547094907,736992.543622685,736992.540150463,736992.536678241
736985.6465509259,736985.643078704,736985.639606482,736985.636134259,736985.632662037,736985.629189815,736985.625717593,736985.62224537,736985.6187731479,736985.6153009259,736985.611828704,736985.608356482,736985.604884259,736985.601412037,736985.597939815,736985.594467593,736985.59099537,736985.5875231479,736985.5840509259,736985.580578704,736985.577106482,736985.573622685,736985.570150463,736985.5666782409,736985.5632060191,736985.5597337959,736985.556261574,736985.552789352,736985.54931713,736985.545844907,736985.542372685
736984.670787037,736984.667314815,736984.663842593,736984.66037037,736984.656898148,736984.653425926,736984.6499537041,736984.6464814821,736984.643009259,736984.639537037,736984.636064815,736984.632592593,736984.62912037,736984.625648148,736984.622175926,736984.6187037041,736984.6152314821,736984.611759259,736984.608287037,736984.604814815,736984.601342593,736984.59787037,736984.594398148,736984.590925926,736984.5874537041,736984.5839814821,736984.580509259,736984.577037037,736984.573564815,736984.570092593,736984.566620371
736971.7121875,736971.708715278,736971.7052430559,736971.701770833,736971.698298611,736971.6948263891,736971.6913541671,736971.6878819441,736971.684409722,736971.6809375,736971.677465278,736971.6739930559,736971.670520833,736971.667048611,736971.6635763891,736971.6601041671,736971.6566319441,736971.653159722,736971.6496875,736971.646215278,736971.6427430559,736971.639270833,736971.635798611,736971.6323263891,736971.6288541671,736971.6253819441,736971.621898148,736971.618425926,736971.6149537041,736971.6114814809,736971.6080092591
736969.607881944,736969.604409722,736969.600914352,736969.59744213,736969.593969907,736969.590497685,736969.587025463,736969.583553241,736969.5800810191,736969.5766087959,736969.573136574,736969.569664352,736969.56619213,736969.562719907,736969.559247685,736969.555775463,736969.552303241,736969.5488310191,736969.5453587959,736969.541886574,736969.538414352,736969.53494213,736969.531469907,736969.527997685,736969.524525463,736969.521053241,736969.5175810191,736969.5141087959,736969.510636574,736969.507164352,736969.50369213
736968.615752315,736968.612280093,736968.60880787,736968.6053356479,736968.6018634259,736968.598391204,736968.594918981,736968.5914467591,736968.587974537,736968.584502315,736968.581030093,736968.57755787,736968.5740856479,736968.5706134259,736968.567141204,736968.563668981,736968.5601967591,736968.556724537,736968.553252315,736968.549780093,736968.54630787,736968.5428356479,736968.5393634259,736968.535891204,736968.532418981,736968.5289467591,736968.525451389,736968.521979167,736968.5185069441,736968.515034722,736968.5115625
736963.666585648,736963.663113426,736963.659641204,736963.656168981,736963.6526967591,736963.6492245371,736963.645752315,736963.6422800929,736963.63880787,736963.635335648,736963.631863426,736963.628391204,736963.624918981,736963.6214467591,736963.6179745371,736963.614502315,736963.6110300929,736963.60755787,736963.604085648,736963.600613426,736963.597141204,736963.593668981,736963.5901967591,736963.5867245371,736963.583252315,736963.5797800929,736963.57630787,736963.572835648,736963.569363426,736963.565891204,736963.562418982
736962.562349537,736962.558877315,736962.555405093,736962.55193287,736962.5484606479,736962.5449884259,736962.541516204,736962.538043982,736962.534571759,736962.531099537,736962.527627315,736962.524155093,736962.52068287,736962.5172106479,736962.5137384259,736962.510266204,736962.506793982,736962.503321759,736962.499849537,736962.496377315,736962.492905093,736962.48943287,736962.4859606479,736962.4824884259,736962.479016204,736962.475543982,736962.472071759,736962.468599537,736962.465127315,736962.461655093,736962.45818287
736960.6941666671,736960.6906944441,736960.687222222,736960.68375,736960.680277778,736960.6768055559,736960.673333333,736960.669861111,736960.6663888891,736960.6629166671,736960.6594444441,736960.655960648,736960.652488426,736960.649016204,736960.645543981,736960.6420717591,736960.6385995371,736960.635127315,736960.6316550929,736960.62818287,736960.624710648,736960.621238426,736960.617766204,736960.614293981,736960.6108217591,736960.6073495371,736960.603877315,736960.6004050929,736960.59693287,736960.593460648,736960.589988426
736959.624641204,736959.621168982,736959.617696759,736959.614224537,736959.610752315,736959.607280093,736959.60380787,736959.6003356479,736959.5968634259,736959.593391204,736959.589918982,736959.586446759,736959.582974537,736959.579502315,736959.576030093,736959.57255787,736959.5690856479,736959.5656134259,736959.562141204,736959.558668982,736959.555196759,736959.551724537,736959.548252315,736959.544780093,736959.54130787,736959.5378356479,736959.5343634259,736959.530891204,736959.527418982,736959.523946759,736959.520474537
736958.589849537,736958.586377315,736958.582905093,736958.57943287,736958.575960648,736958.5724884259,736958.5690162041,736958.5655439821,736958.562071759,736958.558599537,736958.555127315,736958.551655093,736958.54818287,736958.544710648,736958.5412384259,736958.5377662041,736958.5342939821,736958.530821759,736958.527349537,736958.523877315,736958.520405093,736958.51693287,736958.513460648,736958.5099884259,736958.5065162041,736958.5030439821,736958.499571759,736958.496099537,736958.492627315,736958.489155093,736958.485682871
736953.6659027779,736953.6624305559,736953.658958333,736953.655486111,736953.652013889,736953.648541667,736953.6450694441,736953.6415972221,736953.638125,736953.6346527779,736953.6311805559,736953.627708333,736953.624236111,736953.620763889,736953.617291667,736953.6138194441,736953.6103472221,736953.606875,736953.6034027779,736953.5999305559,736953.596458333,736953.592986111,736953.589513889,736953.586041667,736953.5825694441,736953.5790972221,736953.575625,736953.5721527779,736953.5686805559,736953.565208333,736953.561736111
736939.564548611,736939.561076389,736939.557604167,736939.5541319441,736939.5506597221,736939.5471875,736939.5437152779,736939.5402430559,736939.536770833,736939.533298611,736939.529826389,736939.526354167,736939.5228819441,736939.5194097221,736939.5159375,736939.5124652779,736939.5089930559,736939.505520833,736939.502048611,736939.498576389,736939.495104167,736939.4916319441,736939.4881597221,736939.4846875,736939.4812152779,736939.4777430559,736939.474270833,736939.470798611,736939.467326389,736939.463854167,736939.460381945
736931.715648148,736931.712175926,736931.7087037041,736931.7052314809,736931.7017592591,736931.6982870371,736931.694814815,736931.6913425929,736931.68787037,736931.684398148,736931.680925926,736931.6774537041,736931.6739814809,736931.6705092591,736931.6670370371,736931.663564815,736931.6600925929,736931.656585648,736931.653113426,736931.649641204,736931.646168981,736931.6426967591,736931.6392245371,736931.635752315,736931.6322800929,736931.62880787,736931.625335648,736931.621863426,736931.618391204,736931.614918981,736931.6114467591
736925.692731482,736925.689259259,736925.685787037,736925.682314815,736925.678842593,736925.67537037,736925.671898148,736925.6684259259,736925.6649537041,736925.661481482,736925.658009259,736925.654537037,736925.651064815,736925.647592593,736925.64412037,736925.640648148,736925.6371759259,736925.6337037041,736925.630231482,736925.626759259,736925.623287037,736925.619814815,736925.616342593,736925.61287037,736925.609398148,736925.6059259259,736925.6024537041,736925.598981482,736925.595509259,736925.592037037,736925.588564815
736921.603310185,736921.599837963,736921.596365741,736921.5928935191,736921.5894212959,736921.585949074,736921.582476852,736921.57900463,736921.575532407,736921.572060185,736921.568587963,736921.565115741,736921.5616435191,736921.5581712959,736921.554699074,736921.551226852,736921.54775463,736921.544282407,736921.540810185,736921.537337963,736921.533865741,736921.5303935191,736921.5269212959,736921.523449074,736921.519976852,736921.51650463,736921.513032407,736921.509560185,736921.506087963,736921.502615741,736921.4991435191
737119.584074074,737119.580601852,737119.57712963,737119.5736574071,737119.570185185,737119.5667129629,737119.5632407409,737119.559768519,737119.556296296,737119.552824074,737119.549351852,737119.54587963,737119.5424074071,737119.538935185,737119.5354629629,737119.5319907409,737119.528518519,737119.525046296,737119.521574074,737119.518101852,737119.51462963,737119.5111574071,737119.507685185,737119.5042129629,737119.5007407409,737119.497268519,737119.493796296,737119.490324074,737119.486851852,737119.48337963,737119.479907408
737117.6290740741,737117.6256018521,737117.62212963,737117.618657407,737117.615185185,737117.611712963,737117.608240741,737117.604768518,737117.601296296,737117.5978240741,737117.5943518521,737117.59087963,737117.587407407,737117.583935185,737117.580462963,737117.576990741,737117.573518518,737117.570046296,737117.5665740741,737117.5631018521,737117.55962963,737117.556157407,737117.552685185,737117.549212963,737117.545740741,737117.542268518,737117.538796296,737117.5353240741,737117.5318518521,737117.52837963,737117.5249074079
737115.594224537,737115.590752315,737115.587280093,737115.58380787,737115.5803356479,737115.5768634259,737115.5733912041,737115.569918982,737115.566446759,737115.562974537,737115.559502315,737115.556030093,737115.55255787,737115.5490856479,737115.5456134259,737115.5421412041,737115.538668982,737115.535196759,737115.531724537,737115.528252315,737115.524780093,737115.52130787,737115.5178356479,737115.5143634259,737115.5108912041,737115.507418982,737115.503946759,737115.500474537,737115.497002315,737115.493530093,737115.49005787
737113.673969907,737113.670497685,737113.667025463,737113.663553241,737113.660081018,737113.656608796,737113.6531365741,737113.6496643521,737113.64619213,737113.642719907,737113.639247685,737113.635775463,737113.632303241,737113.628831018,737113.625358796,737113.6218865741,737113.6184143521,737113.61494213,737113.611469907,737113.607997685,737113.6044907409,737113.601018519,737113.597546296,737113.5940740741,737113.590601852,737113.58712963,737113.5836574071,737113.580185185,737113.5767129629,737113.5732407409,737113.569768519
737110.61099537,737110.607523148,737110.6040509259,737110.600578704,737110.597106481,737110.5936342591,737110.590162037,737110.586689815,737110.583217593,737110.57974537,737110.576273148,737110.5728009259,737110.569328704,737110.565856481,737110.5623842591,737110.558912037,737110.555439815,737110.551967593,737110.54849537,737110.545023148,737110.5415509259,737110.538078704,737110.534606481,737110.5311342591,737110.527662037,737110.524189815,737110.520717593,737110.51724537,737110.513773148,737110.5103009259,737110.506828704
737107.617731481,737107.6142592591,737107.6107870371,737107.607314815,737107.6038425929,737107.60037037,737107.596898148,737107.5934259259,737107.589953704,737107.586481481,737107.5830092591,737107.5795370371,737107.576064815,737107.5725925929,737107.56912037,737107.565648148,737107.5621759259,737107.558703704,737107.555231481,737107.5517592591,737107.5482870371,737107.544814815,737107.5413425929,737107.53787037,737107.534398148,737107.5309259259,737107.527453704,737107.523981481,737107.5205092591,737107.5170370371,737107.5135648148
737106.6558680559,737106.6523958329,737106.6489236109,737106.645451389,737106.641967593,737106.63849537,737106.6350231479,737106.6315509259,737106.6280787041,737106.624606482,737106.621134259,737106.617662037,737106.614189815,737106.610717593,737106.60724537,737106.6037731479,737106.6003009259,737106.5968287041,737106.593356482,737106.589884259,737106.586412037,737106.582939815,737106.579467593,737106.57599537,737106.5725231479,737106.5690509259,737106.5655787041,737106.562106482,737106.558634259,737106.555162037,737106.551689815
737105.6071643521,737105.60369213,737105.600219907,737105.596747685,737105.593275463,737105.589803241,737105.586331018,737105.5828587959,737105.5793865741,737105.5759143521,737105.57244213,737105.568969907,737105.565497685,737105.562025463,737105.558553241,737105.555081018,737105.5516087959,737105.5481365741,737105.5446643521,737105.54119213,737105.537719907,737105.534247685,737105.530775463,737105.527303241,737105.523831018,737105.5203587959,737105.5168865741,737105.5134143521,737105.50994213,737105.506469907,737105.502997685
737100.66494213,737100.661469907,737100.657997685,737100.654525463,737100.651053241,737100.6475810191,737100.6441087959,737100.640636574,737100.637164352,737100.63369213,737100.630219907,737100.626747685,737100.623275463,737100.619803241,737100.6163310191,737100.6128587959,737100.609386574,737100.605914352,737100.60244213,737100.598969907,737100.595497685,737100.592025463,737100.588553241,737100.5850810191,737100.5816087959,737100.578136574,737100.574664352,737100.57119213,737100.567719907,737100.564247685,737100.560775463
737099.675277778,737099.6718055559,737099.668333333,737099.664861111,737099.6613888891,737099.657916667,737099.6544444441,737099.650972222,737099.6475,737099.644027778,737099.6405555559,737099.637083333,737099.633611111,737099.6301388891,737099.626666667,737099.6231944441,737099.619722222,737099.61625,737099.612777778,737099.6093055559,737099.605833333,737099.602361111,737099.5988888891,737099.595416667,737099.5919444441,737099.588472222,737099.585,737099.581527778,737099.5780555559,737099.574583333,737099.571111111
737098.707256945,737098.703784722,737098.7003125,737098.696840278,737098.693368056,737098.6898958329,737098.6864236109,737098.6829166671,737098.679444444,737098.675972222,737098.6725,737098.669027778,737098.665555556,737098.662083333,737098.658611111,737098.6551388891,737098.6516666671,737098.648194444,737098.644722222,737098.64125,737098.637777778,737098.634305556,737098.630833333,737098.627361111,737098.6238888891,737098.6204166671,737098.616944444,737098.613472222,737098.61,737098.606527778,737098.603055556
737097.616898148,737097.613425926,737097.609953704,737097.606481481,737097.6030092591,737097.5995370371,737097.596064815,737097.5925925929,737097.58912037,737097.585648148,737097.582175926,737097.578703704,737097.575231481,737097.5717592591,737097.5682870371,737097.564814815,737097.5613425929,737097.55787037,737097.554398148,737097.550925926,737097.547453704,737097.543981481,737097.5405092591,737097.5370370371,737097.533564815,737097.5300925929,737097.52662037,737097.523148148,737097.519675926,737097.516203704,737097.512731481
737096.7175347221,737096.7140625,737096.7105902779,737096.7071180559,737096.703645833,737096.7001736109,737096.696701389,737096.693229167,737096.6897569441,737096.6862847221,737096.6828125,737096.6793402779,737096.6758680559,737096.672372685,737096.6689004629,737096.6654282409,737096.6619560191,737096.6584837959,737096.655011574,737096.651539352,737096.64806713,737096.6445949071,737096.641122685,737096.6376504629,737096.6341782409,737096.6307060191,737096.6272337959,737096.623761574,737096.620289352,737096.61681713,737096.6133449071
737093.6513657409,737093.64787037,737093.6443981479,737093.6409259259,737093.637453704,737093.633981481,737093.6305092591,737093.627037037,737093.623564815,737093.620092593,737093.61662037,737093.6131481479,737093.6096759259,737093.606203704,737093.602731481,737093.5992592591,737093.595787037,737093.592314815,737093.588842593,737093.58537037,737093.5818981479,737093.5784259259,737093.574953704,737093.571481481,737093.5680092591,737093.564537037,737093.561064815,737093.557592593,737093.55412037,737093.5506481479,737093.5471759259
737043.6122569441,737043.608784722,737043.6053125,737043.601840278,737043.5983680559,737043.5948958329,737043.5914236109,737043.587951389,737043.584479167,737043.5810069441,737043.577534722,737043.5740625,737043.570590278,737043.5671180559,737043.5636458329,737043.5601736109,737043.556701389,737043.553229167,737043.5497569441,737043.546284722,737043.5428125,737043.539340278,737043.5358680559,737043.5323958329,737043.5289236109,737043.525451389,737043.521979167,737043.5185069441,737043.515034722,737043.5115625,737043.508090278
737041.622546296,737041.6190740741,737041.6156018521,737041.61212963,737041.608657407,737041.605185185,737041.601712963,737041.598240741,737041.594768518,737041.591296296,737041.5878240741,737041.5843518521,737041.58087963,737041.577407407,737041.573935185,737041.570462963,737041.566990741,737041.563518518,737041.560046296,737041.5565740741,737041.5531018521,737041.54962963,737041.546157407,737041.542685185,737041.539212963,737041.535740741,737041.532268518,737041.528796296,737041.5253240741,737041.5218518521,737041.5183796298
737040.667627315,737040.6641319441,737040.660659722,737040.6571875,737040.653715278,737040.6502430559,737040.646770833,737040.6432986109,737040.639826389,737040.636354167,737040.6328819441,737040.629409722,737040.6259375,737040.622465278,737040.6189930559,737040.615520833,737040.6120486109,737040.608576389,737040.605104167,737040.6016319441,737040.598159722,737040.5946875,737040.591215278,737040.5877430559,737040.584270833,737040.5807986109,737040.577326389,737040.573854167,737040.5703819441,737040.566909722,737040.5634375
737037.629641204,737037.626168981,737037.6226967591,737037.619224537,737037.615752315,737037.612280093,737037.60880787,737037.6053125,737037.601840278,737037.5983680559,737037.5948958329,737037.5914236109,737037.587951389,737037.584479167,737037.5810069441,737037.577534722,737037.5740625,737037.570590278,737037.5671180559,737037.5636458329,737037.5601736109,737037.556701389,737037.553229167,737037.5497569441,737037.546284722,737037.5428125,737037.539340278,737037.5358680559,737037.5323958329,737037.5289236109,737037.525451389
737036.726782407,737036.723310185,737036.719837963,737036.716365741,737036.7128935191,737036.7094212959,737036.705949074,737036.702476852,737036.69900463,737036.695532407,737036.692060185,737036.688587963,737036.685115741,737036.6816435191,737036.6781712959,737036.674699074,737036.671226852,737036.66775463,737036.664282407,737036.660810185,737036.657337963,737036.653865741,737036.6503935191,737036.6469212959,737036.643449074,737036.639976852,737036.63650463,737036.633032407,737036.629560185,737036.626087963,737036.622615741
737035.6051967591,737035.601724537,737035.598252315,737035.594780093,737035.59130787,737035.5878240741,737035.5843518521,737035.58087963,737035.577407407,737035.573935185,737035.570462963,737035.566990741,737035.563518518,737035.560046296,737035.5565740741,737035.5531018521,737035.54962963,737035.546157407,737035.542685185,737035.539212963,737035.535740741,737035.532268518,737035.528796296,737035.5253240741,737035.5218518521,737035.51837963,737035.514907407,737035.511435185,737035.507962963,737035.504490741,737035.501018518
737034.664155093,737034.66068287,737034.657210648,737034.6537384259,737034.650266204,737034.646793981,737034.6433217591,737034.639849537,737034.636377315,737034.632905093,737034.62943287,737034.625960648,737034.6224884259,737034.619016204,737034.615543981,737034.6120717591,737034.608599537,737034.605127315,737034.601655093,737034.59818287,737034.594710648,737034.5912384259,737034.587766204,737034.584293981,737034.5808217591,737034.5773379629,737034.5738657409,737034.570393519,737034.566921296,737034.563449074,737034.559976852
737033.650196759,737033.646724537,737033.643252315,737033.639780093,737033.63630787,737033.632835648,737033.6293634259,737033.6258912041,737033.622418982,737033.618946759,737033.615474537,737033.612002315,737033.608530093,737033.60505787,737033.601585648,737033.5981134259,737033.5946412041,737033.591168982,737033.587696759,737033.584224537,737033.580752315,737033.577280093,737033.57380787,737033.570324074,737033.566851852,737033.56337963,737033.559907407,737033.556435185,737033.552962963,737033.549490741,737033.5460185191
737030.62525463,737030.621782407,737030.618310185,737030.614837963,737030.6113657409,737030.6078935191,737030.6044212959,737030.600949074,737030.59744213,737030.593969907,737030.590497685,737030.587025463,737030.583553241,737030.5800810191,737030.5766087959,737030.573136574,737030.569664352,737030.56619213,737030.562719907,737030.559247685,737030.555775463,737030.552303241,737030.5488310191,737030.5453587959,737030.541886574,737030.538414352,737030.53494213,737030.531469907,737030.527997685,737030.524525463,737030.521053241
737029.590462963,737029.586967593,737029.58349537,737029.580023148,737029.576550926,737029.5730787041,737029.5696064809,737029.5661342591,737029.562662037,737029.559189815,737029.555717593,737029.55224537,737029.548773148,737029.545300926,737029.5418287041,737029.5383564809,737029.5348842591,737029.531412037,737029.527939815,737029.524467593,737029.52099537,737029.517523148,737029.514050926,737029.5105787041,737029.5071064809,737029.5036342591,737029.500162037,737029.496689815,737029.493217593,737029.48974537,737029.486273148
737028.604270833,737028.600798611,737028.597326389,737028.593854167,737028.5903819441,737028.5869097221,737028.5834375,737028.5799652779,737028.576481481,737028.5730092591,737028.569537037,737028.566064815,737028.562592593,737028.55912037,737028.555648148,737028.5521759259,737028.548703704,737028.545231481,737028.5417592591,737028.538287037,737028.534814815,737028.531342593,737028.52787037,737028.524398148,737028.5209259259,737028.517453704,737028.513981481,737028.5105092591,737028.507037037,737028.503564815,737028.500092593
737027.621574074,737027.618101852,737027.61462963,737027.611157407,737027.607685185,737027.604212963,737027.6007407409,737027.5972685191,737027.5937962959,737027.590324074,737027.586851852,737027.58337963,737027.579907407,737027.576435185,737027.572962963,737027.5694907409,737027.56599537,737027.562523148,737027.5590509259,737027.5555787041,737027.552106482,737027.548634259,737027.545162037,737027.541689815,737027.538217593,737027.53474537,737027.531273148,737027.5278009259,737027.5243287041,737027.520856482,737027.517384259
737026.627199074,737026.623726852,737026.62025463,737026.616782407,737026.613310185,737026.609837963,737026.6063657409,737026.6028935191,737026.5994212959,737026.595949074,737026.592476852,737026.58900463,737026.585532407,737026.582060185,737026.578587963,737026.5751157409,737026.5716435191,737026.5681712959,737026.564699074,737026.561226852,737026.55775463,737026.554282407,737026.550810185,737026.547337963,737026.5438657409,737026.5403935191,737026.5369212959,737026.533449074,737026.529976852,737026.52650463,737026.523032408
737025.62712963,737025.623657407,737025.620185185,737025.616712963,737025.613240741,737025.609768518,737025.6062962959,737025.6028240741,737025.5993518521,737025.59587963,737025.592407407,737025.588935185,737025.585462963,737025.581990741,737025.578518518,737025.5750462959,737025.5715740741,737025.5681018521,737025.56462963,737025.561157407,737025.557685185,737025.554212963,737025.550740741,737025.547268518,737025.5437962959,737025.5403240741,737025.5368518521,737025.53337963,737025.529907407,737025.526435185,737025.522962963
737024.6166319441,737024.6131597221,737024.6096875,737024.6062152779,737024.6027430559,737024.599270833,737024.595798611,737024.592326389,737024.588854167,737024.5853819441,737024.5819097221,737024.5784375,737024.5749652779,737024.5714930559,737024.568020833,737024.564548611,737024.561076389,737024.557604167,737024.5541319441,737024.5506597221,737024.5471875,737024.5437152779,737024.5402430559,737024.536770833,737024.533298611,737024.529826389,737024.526354167,737024.5228819441,737024.5194097221,737024.5159375,737024.5124652779
737023.606157407,737023.602685185,737023.599212963,737023.5957407409,737023.5922685191,737023.5887962959,737023.585324074,737023.581851852,737023.57837963,737023.574907407,737023.571435185,737023.567962963,737023.5644907409,737023.5610185191,737023.5575462959,737023.554074074,737023.550601852,737023.54712963,737023.543657407,737023.540185185,737023.536712963,737023.5332407409,737023.5297685191,737023.5262962959,737023.522824074,737023.519351852,737023.51587963,737023.512407407,737023.508935185,737023.505462963,737023.5019907409
737022.6269212959,737022.6234490741,737022.6199768521,737022.61650463,737022.613032407,737022.609560185,737022.606087963,737022.602615741,737022.599143518,737022.5956712959,737022.5921990741,737022.5887268521,737022.58525463,737022.581782407,737022.578310185,737022.574837963,737022.571365741,737022.567893518,737022.5644212959,737022.5609490741,737022.5574768521,737022.55400463,737022.550532407,737022.547060185,737022.543587963,737022.540115741,737022.536643518,737022.5331712959,737022.5296990741,737022.5262268521,737022.52275463
737021.599293981,737021.5958217591,737021.5923495371,737021.588877315,737021.5854050929,737021.58193287,737021.5784375,737021.5749652779,737021.5714930559,737021.568020833,737021.564548611,737021.561076389,737021.557604167,737021.5541319441,737021.5506597221,737021.5471875,737021.5437152779,737021.5402430559,737021.536770833,737021.533298611,737021.529826389,737021.526354167,737021.5228819441,737021.5194097221,737021.5159375,737021.5124652779,737021.5089930559,737021.505520833,737021.502048611,737021.498576389,737021.495104167
737020.623530093,737020.62005787,737020.6165856479,737020.6131134259,737020.609641204,737020.606168982,737020.602696759,737020.599224537,737020.595752315,737020.592280093,737020.58880787,737020.5853356479,737020.5818634259,737020.578391204,737020.574918982,737020.571446759,737020.567962963,737020.5644907409,737020.5610185191,737020.5575462959,737020.554074074,737020.550601852,737020.54712963,737020.543657407,737020.540185185,737020.536712963,737020.5332407409,737020.5297685191,737020.5262962959,737020.522824074,737020.519351852
737019.62693287,737019.623460648,737019.619988426,737019.6165162041,737019.6130439809,737019.609571759,737019.606099537,737019.602627315,737019.599155093,737019.59568287,737019.592210648,737019.588738426,737019.5852662041,737019.5817939809,737019.578321759,737019.574849537,737019.571377315,737019.567905093,737019.56443287,737019.560960648,737019.557488426,737019.55400463,737019.550532407,737019.547060185,737019.543587963,737019.540115741,737019.536643518,737019.5331712959,737019.5296990741,737019.5262268521,737019.52275463
737016.6337847221,737016.6303125,737016.6268402779,737016.6233680559,737016.619895833,737016.616423611,737016.612951389,737016.609479167,737016.6060069441,737016.6025347221,737016.5990625,737016.5955902779,737016.5921180559,737016.588645833,737016.585173611,737016.581701389,737016.578229167,737016.5747569441,737016.5712847221,737016.5678125,737016.5643402779,737016.5608680559,737016.557395833,737016.553923611,737016.550451389,737016.546979167,737016.5435069441,737016.5400347221,737016.5365625,737016.5330902779,737016.5296180559
737015.6684606479,737015.6649884259,737015.661516204,737015.658043982,737015.654571759,737015.651099537,737015.647627315,737015.644155093,737015.64068287,737015.6372106479,737015.6337384259,737015.630266204,737015.626793982,737015.623321759,737015.619849537,737015.616377315,737015.612905093,737015.60943287,737015.6059606479,737015.6024884259,737015.599016204,737015.595543982,737015.592071759,737015.588599537,737015.585127315,737015.581655093,737015.57818287,737015.5747106479,737015.5712384259,737015.567766204,737015.564293982
737014.644085648,737014.640613426,737014.6371412041,737014.6336689809,737014.630196759,737014.626724537,737014.623252315,737014.619780093,737014.61630787,737014.612835648,737014.609363426,737014.6058912041,737014.6024189809,737014.598946759,737014.595474537,737014.592002315,737014.588530093,737014.58505787,737014.581585648,737014.578113426,737014.5746412041,737014.5711689809,737014.567696759,737014.564224537,737014.560752315,737014.557280093,737014.55380787,737014.550335648,737014.546863426,737014.5433912041,737014.5399189809
737013.6370717591,737013.6335995371,737013.630127315,737013.6266550929,737013.62318287,737013.619710648,737013.616238426,737013.612766204,737013.609293981,737013.6058217591,737013.6023495371,737013.598877315,737013.5954050929,737013.59193287,737013.588460648,737013.584988426,737013.581516204,737013.578043981,737013.5745717591,737013.5710995371,737013.567627315,737013.5641550929,737013.56068287,737013.557210648,737013.553738426,737013.550266204,737013.546793981,737013.5433217591,737013.5398495371,737013.536377315,737013.5329050929
