,0,1,2,3,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2
0,5196.0,1349.4563506679856,316.78745638094796,344.27408329703206,251.22222222222223,218.33333333333334,148.22222222222223,98.77777777777777,92.0,7.913108362117714,21.05020453846259,37.738214577615786,6.124228346453631,2.309401076758503,-57,-80,-8,-1,-14,-39,-94,-16,24,67,108,22,7,18,17,16,117485.9640231069,7646.751253549152,6474.470485181355
1,9423.0,868.5439904980799,199.26048581924715,71.1895099221581,299.6666666666667,338.6666666666667,343.8888888888889,299.6666666666667,249.66666666666666,23.323807579381203,10.666666666666666,8.265651072621019,28.52679052711289,20.861980304425135,56,8,-63,-45,14,2,-6,-70,75,33,27,84,59,16,16,16,48668.94602776328,2561.5962070272444,838.4073173891729
2,5981.0,1247.3743204817508,198.59141517436203,235.88920870341397,257.77777777777777,251.55555555555554,179.66666666666666,132.55555555555554,124.33333333333333,14.566153902323455,20.5324194120805,38.311588035185615,5.335647646019097,1.5986105077709065,-20,-75,-13,-1,0,-36,-98,-13,42,62,101,16,4,26,24,15,100383.39970305229,3589.917340820833,2544.4225923197296
3,4679.0,1128.069701321875,150.4402531798256,290.5755218618797,218.11111111111111,196.22222222222223,130.11111111111111,93.44444444444444,94.5,6.805952369383802,18.170658752675227,34.43978463103535,1.892154040658489,0.7637626158259734,-51,-66,-5,3,-18,-27,-90,0,20,53,92,7,4,22,21,15,82099.43555099513,5447.3634777615325,1679.8301677956324
4,4428.0,359.871193700071,74.39778770742322,37.77793832665305,146.88888888888889,160.33333333333334,156.77777777777777,128.77777777777777,120.66666666666667,8.089010988089465,3.80058475033046,10.48573398880358,11.143286746116372,1.1055415967851334,18,-19,-16,0,10,0,-16,-28,20,12,31,31,3,8,8,7,8355.30813258802,357.0987623070225,92.0756531749954
5,4919.0,1147.9179502425923,153.16783343071134,240.67412212188816,216.11111111111111,212.44444444444446,155.77777777777777,100.22222222222223,90.5,4.6294814791110355,12.038005659033127,37.81762604270888,10.612129096021086,4.193248541803041,-25,-89,-7,-3,0,-16,-82,-30,15,40,113,38,11,22,16,15,85013.91099930035,3737.034390912365,2734.4886023326912
6,4348.0,697.7349830299045,99.69640493311785,176.9095655492055,175.33333333333334,175.33333333333334,130.55555555555554,106.66666666666667,103.5,7.760297817881877,11.469767022723502,26.86638176487118,5.163977794943223,4.6097722286464435,-8,-58,0,0,1,-21,-54,-2,22,31,68,14,12,26,21,9,31408.652035080075,2019.160927923141,641.2498810702045
7,4704.0,1162.9192476767744,240.89709994759673,258.0314476380006,225.22222222222223,194.11111111111111,127.88888888888889,93.77777777777777,94.0,5.370242654930921,23.354487764997803,30.123613640555014,1.9309052441091965,0.5773502691896257,-59,-60,-3,2,-5,-49,-78,-3,17,71,82,7,2,17,15,15,87250.39849142676,4295.498578720151,3743.962113752409
8,4478.0,660.1121041543474,150.18094889552896,208.879607155198,181.77777777777777,172.33333333333334,140.33333333333334,111.22222222222223,101.83333333333333,3.993822390135873,5.962847939999439,20.875291082468234,5.902499993463745,2.852873794770615,-17,-44,-14,-1,-9,-7,-53,-10,11,19,56,17,8,14,10,9,28112.773551682592,2814.883244213541,1455.1172523329985
