,0,1,2,3,4
0,0.005591857696682863,0.4276285560536064,-0.9003155070109294,-0.03205949741197928,0.024003563097647982
1,0.0018901287689752596,0.035995045524848446,0.015744675203638436,-0.5481854071980259,-0.8125188171861207
2,0.001457144720986452,0.030285971121731883,0.01515657995632671,-0.05890967424398819,-0.00524388150390845
3,0.00032474545624032897,0.014232431829214739,-0.027001323027715157,-0.3016250476935542,0.23746367876093477
4,0.00016578234452297501,0.014621663453507227,-0.033509814500414264,0.01919920286041515,-0.05142153281077674
5,6.201816380989013e-05,0.014872595485436513,-0.03124907315979947,0.26226476649358577,-0.20077986334577425
6,2.0001495399552154e-05,0.013524112255147542,-0.027313253971582012,0.37933069624208454,-0.24893162529599566
7,4.687147732443268e-05,0.0007781832442656992,0.0002945227136998771,-0.009815569403456915,-0.011832693735205346
8,0.00018195746116255493,-0.0005158588065082632,-2.8288212204380522e-06,-0.001416956423773236,0.016506422169290783
9,9.378788344330194e-05,0.0008468122855155239,-0.00013253354976439048,-0.030098055359200595,-0.027400277340936502
10,9.74108153158311e-06,0.0005815264798267478,-9.315179600059731e-05,-0.0016091878463020198,-0.006804152449510018
11,-0.0001738308574747658,0.0008729254463584005,-0.004657552138648832,0.10679125406805585,-0.10731302934621628
12,2.950137470249495e-05,-0.0020123979376263077,0.0023273996055407035,0.2654381743143364,-0.09187034385705346
13,7.252505123495275e-05,-0.013188082463819766,0.030820346422702476,-0.29333303747766254,0.1590997138847441
14,3.431493200853368e-05,-0.0014152994213237802,-0.004718068071571408,0.11863198686075764,-0.09438928746197676
15,-0.0002282727385531935,0.0019644869597007365,0.0019788419665418685,0.19071252239153366,-0.21171114654638523
16,-0.00016596382784751706,-0.0013543607611191991,0.003791710277068508,0.15986988895937781,-0.024601036795666446
17,0.00013074612576453548,0.0021421819483093563,0.0007477077022424244,-0.027922807300540562,-0.03795240519853041
18,0.0005325243691653919,-0.0013484234746208932,2.8507701077932026e-05,-0.007745347178044171,0.04482594854171715
19,0.0002747502559097034,0.0026284614227061504,-0.00032004993792090385,-0.08247099910084693,-0.07501485414761473
20,3.626137682723587e-05,0.014462183125406744,-0.02734868608355486,0.3707319273361934,-0.2587156048280255
21,0.00010267209000354255,0.0007576451182158572,-0.0003609430590510332,-0.01612656759570674,-0.0016498559664254646
22,6.499225193910549e-05,0.0003139549487390064,-0.000122432394252218,-0.011437966537568484,-0.003916492158253788
23,0.99919751083746,-0.03821394230147122,-0.011965087243033681,0.0005377196555783505,8.445026432228535e-06
24,0.039581293533418306,0.9012373018970129,0.42833431183131143,0.02414854637842846,0.0324553229051703
