221,232,240,244,245,246,249,254,261,272,281,285,299,301,301,305,311,312,306,301,297,292,290,277,245,242,239,235,231,226
260,260,260,260,261,261,262,264,266,268,270,272,274,275,274,273,272,269,269,269,273,278,277,274,268,262,260,258,253,246
169,156,142,139,122,106,84,72,64,67,77,85,89,94,96,101,107,110,115,120,121,123,124,130,129,131,130,126,132,133
